Heuristic gradient (G) set to 0.0002
Experiment name: linear-cifar100-0.0002-#6
Reading cifar100 dset
Successfully read CIFAR100 data file
Successfully read CIFAR100 data file
We're using CIFAR100 with LENET arch
Running heuristic based training
Rounds per epoch set to 3125
Total steps = 300×3125 = 937500
Parallelism = 128
Parallelism = 128
Parallelism = 125
Parallelism = 123
Parallelism = 121
Parallelism = 119
Parallelism = 117
Parallelism = 115
Parallelism = 113
Parallelism = 111
Parallelism = 109
Parallelism = 107
Parallelism = 105
Parallelism = 103
Parallelism = 101
Parallelism = 99
Parallelism = 98
Parallelism = 96
Parallelism = 95
Parallelism = 93
Parallelism = 91
Parallelism = 90
Parallelism = 88
Parallelism = 87
Parallelism = 86
Parallelism = 84
Parallelism = 83
Parallelism = 82
Parallelism = 80
Parallelism = 79
Parallelism = 78
Parallelism = 77
Parallelism = 76
Parallelism = 74
Parallelism = 73
Parallelism = 72
Parallelism = 71
Parallelism = 70
Parallelism = 69
Parallelism = 68
Parallelism = 67
Parallelism = 66
Parallelism = 65
Parallelism = 64
Parallelism = 63
Parallelism = 62
Parallelism = 61
Parallelism = 60
Parallelism = 59
Parallelism = 59
Parallelism = 58
Parallelism = 57
Parallelism = 56
Parallelism = 55
Parallelism = 54
Parallelism = 54
Parallelism = 53
Parallelism = 52
Parallelism = 51
Parallelism = 51
Parallelism = 50
Parallelism = 49
Parallelism = 49
Parallelism = 48
Parallelism = 47
Parallelism = 47
Parallelism = 46
Parallelism = 46
Parallelism = 45
Parallelism = 44
Parallelism = 44
Parallelism = 43
Parallelism = 43
Parallelism = 42
Parallelism = 42
Parallelism = 41
Parallelism = 41
Parallelism = 40
Parallelism = 40
Parallelism = 39
Parallelism = 39
Parallelism = 38
Parallelism = 38
Parallelism = 37
Parallelism = 37
Parallelism = 36
Parallelism = 36
Parallelism = 35
Parallelism = 35
Parallelism = 35
Parallelism = 34
Parallelism = 34
Parallelism = 33
Parallelism = 33
Parallelism = 32
Parallelism = 32
Parallelism = 32
Parallelism = 31
Parallelism = 31
Parallelism = 31
Parallelism = 30
Parallelism = 30
Parallelism = 29
Parallelism = 29
Parallelism = 29
Parallelism = 28
Parallelism = 28
Parallelism = 28
Parallelism = 27
Parallelism = 27
Parallelism = 27
Parallelism = 27
Parallelism = 26
Parallelism = 26
Parallelism = 26
Parallelism = 25
Parallelism = 25
Parallelism = 25
Parallelism = 25
Parallelism = 24
Parallelism = 24
Parallelism = 24
Parallelism = 23
Parallelism = 23
Parallelism = 23
Parallelism = 23
Parallelism = 22
Parallelism = 22
Parallelism = 22
Parallelism = 22
Parallelism = 21
Parallelism = 21
Parallelism = 21
Parallelism = 21
Parallelism = 21
Parallelism = 20
Parallelism = 20
Parallelism = 20
Parallelism = 20
Parallelism = 20
Parallelism = 19
Parallelism = 19
Parallelism = 19
Parallelism = 19
Parallelism = 19
Parallelism = 18
Parallelism = 18
Parallelism = 18
Parallelism = 18
Parallelism = 17
Parallelism = 17
Parallelism = 17
Parallelism = 17
Parallelism = 17
Parallelism = 17
Parallelism = 16
Parallelism = 16
Parallelism = 16
Parallelism = 16
Parallelism = 16
Parallelism = 16
Parallelism = 15
Parallelism = 15
Parallelism = 15
Parallelism = 15
Parallelism = 15
Parallelism = 15
Parallelism = 14
Parallelism = 14
Parallelism = 14
Parallelism = 14
Parallelism = 14
Parallelism = 14
Parallelism = 14
Parallelism = 13
Parallelism = 13
Parallelism = 13
Parallelism = 13
Parallelism = 13
Parallelism = 13
Parallelism = 13
Parallelism = 13
Parallelism = 12
Parallelism = 12
Parallelism = 12
Parallelism = 12
Parallelism = 12
Parallelism = 12
Parallelism = 12
Parallelism = 12
Parallelism = 11
Parallelism = 11
Parallelism = 11
Parallelism = 11
Parallelism = 11
Parallelism = 11
Parallelism = 11
Parallelism = 11
Parallelism = 11
Parallelism = 10
