Heuristic gradient (G) set to 0.0004
Experiment name: linear-cifar100-0.0004-#4
Reading cifar100 dset
Successfully read CIFAR100 data file
Successfully read CIFAR100 data file
We're using CIFAR100 with LENET arch
Running heuristic based training
Rounds per epoch set to 3125
Total steps = 300×3125 = 937500
Parallelism = 128
Parallelism = 128
Parallelism = 123
Parallelism = 119
Parallelism = 114
Parallelism = 110
Parallelism = 106
Parallelism = 102
Parallelism = 99
Parallelism = 95
Parallelism = 92
Parallelism = 89
Parallelism = 86
Parallelism = 83
Parallelism = 81
Parallelism = 78
Parallelism = 76
Parallelism = 73
Parallelism = 71
Parallelism = 69
Parallelism = 67
Parallelism = 65
Parallelism = 63
Parallelism = 61
Parallelism = 59
Parallelism = 57
Parallelism = 56
Parallelism = 54
Parallelism = 52
Parallelism = 51
Parallelism = 49
Parallelism = 48
Parallelism = 46
Parallelism = 45
Parallelism = 44
Parallelism = 43
Parallelism = 41
Parallelism = 40
Parallelism = 39
Parallelism = 38
Parallelism = 37
Parallelism = 36
Parallelism = 36
Parallelism = 35
Parallelism = 34
Parallelism = 33
Parallelism = 32
Parallelism = 31
Parallelism = 31
Parallelism = 30
Parallelism = 29
Parallelism = 28
Parallelism = 28
Parallelism = 27
Parallelism = 26
Parallelism = 26
Parallelism = 25
Parallelism = 25
Parallelism = 24
Parallelism = 24
Parallelism = 23
Parallelism = 23
Parallelism = 22
Parallelism = 22
Parallelism = 21
Parallelism = 21
Parallelism = 20
Parallelism = 20
Parallelism = 19
Parallelism = 19
Parallelism = 18
Parallelism = 18
Parallelism = 17
Parallelism = 17
Parallelism = 16
Parallelism = 16
Parallelism = 16
Parallelism = 15
Parallelism = 15
Parallelism = 14
Parallelism = 14
Parallelism = 14
Parallelism = 14
Parallelism = 13
Parallelism = 13
Parallelism = 13
Parallelism = 12
Parallelism = 12
Parallelism = 12
Parallelism = 12
Parallelism = 11
Parallelism = 11
Parallelism = 11
Parallelism = 11
Parallelism = 11
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
Parallelism = 10
